timestamp,bos_7d,bos_28d,bos_91d,realized_vol_30d,gross_budget,daily_close
2026-01-29,-1.0,1.0,-1.0,0.40948263548632485,0.24421059975164594,3006.4
2026-01-30,-1.0,1.0,-1.0,0.45927750962950065,0.21773328304421014,2822.7
2026-01-31,-1.0,-1.0,-1.0,0.4725080037212054,0.21163662670781586,2727.54
2026-02-01,-1.0,-1.0,-1.0,0.5313739446497976,0.1881913876411556,2532.6
2026-02-02,-1.0,-1.0,-1.0,0.5883546289338706,0.16996551923319655,2314.74
2026-02-03,-1.0,-1.0,-1.0,0.5977605361290534,0.16729107051391315,2371.07
2026-02-04,-1.0,-1.0,-1.0,0.5973920883726123,0.1673942490139355,2302.14
2026-02-05,-1.0,-1.0,-1.0,0.6197169618417154,0.16136398736418875,2150.65
2026-02-06,-1.0,-1.0,-1.0,0.6630247069096652,0.1508239420912329,1959.5
2026-02-07,-1.0,-1.0,-1.0,0.666721477752183,0.14998766851961157,1979.36
2026-02-08,-1.0,-1.0,-1.0,0.6894230928710875,0.1450488111495543,2051.49
2026-02-09,-1.0,-1.0,-1.0,0.7013622262719611,0.14257967745360708,2107.47
2026-02-10,-1.0,-1.0,-1.0,0.7016072750373109,0.14252987897635766,2060.31
2026-02-11,-1.0,-1.0,-1.0,0.697833084796015,0.1433007436573908,2021.63
2026-02-12,-1.0,-1.0,-1.0,0.7036728360835486,0.14211149680947296,1928.06
2026-02-13,-1.0,-1.0,-1.0,0.6999823444153037,0.1428607461285758,1947.59
2026-02-14,-1.0,-1.0,-1.0,0.6932040895700218,0.14425766019647643,2033.86
2026-02-15,-1.0,-1.0,-1.0,0.7070264813997565,0.14143741801866042,2086.4
2026-02-16,-1.0,-1.0,-1.0,0.7107455290023148,0.14069733247618407,2010.41
2026-02-17,-1.0,-1.0,-1.0,0.700239784874579,0.14280822392562448,1955.8
2026-02-18,-1.0,-1.0,-1.0,0.7019690867541113,0.14245641565556352,1967.53
2026-02-19,-1.0,-1.0,-1.0,0.7043303071469962,0.14197884002048156,1984.46
2026-02-20,-1.0,-1.0,-1.0,0.68990333127236,0.14494784336752536,1925.31
2026-02-21,-1.0,-1.0,-1.0,0.6998421280543503,0.1428893688895418,1963.0
2026-02-22,-1.0,-1.0,-1.0,0.7051958272358423,0.14180458269580273,1987.04
2026-02-23,-1.0,-1.0,-1.0,0.7028171712112967,0.1422845145169849,1952.89
2026-02-24,-1.0,-1.0,-1.0,0.7028686644180329,0.14227409054122345,1894.89
2026-02-25,-1.0,-1.0,-1.0,0.7036865982475841,0.14210871750156048,1846.16
2026-02-26,-1.0,-1.0,-1.0,0.7857487057755806,0.12726715203596048,2013.04
2026-02-27,1.0,-1.0,-1.0,0.7845804217507869,0.12745665992639804,2032.77
