side,available_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,stop_fraction,gross_underlying_return,net_account_contribution,exit_reason
long,2022-01-18 22:45:00,2022-01-18 22:46:00,2022-01-19 02:01:00,3126.55,3089.78,3100.15,3179.3500000000004,0.3,0.00844381186931285,-0.011760566758887592,-0.0038281700276662774,stop
long,2022-01-19 02:15:00,2022-01-19 02:16:00,2022-01-19 05:30:00,3102.77,3165.1,3072.82,3162.6699999999996,0.3,0.009652665199160691,0.020088501564730743,0.005726550469419223,target
long,2022-01-19 16:00:00,2022-01-19 16:01:00,2022-01-19 19:06:00,3063.73,3099.88,3044.0,3103.19,0.3,0.006439862520522375,0.011799342631367615,0.0032398027894102845,target
long,2022-01-21 07:00:00,2022-01-21 07:01:00,2022-01-21 07:24:00,3054.83,3014.56,3017.68,3129.13,0.3,0.012161069519416822,-0.013182402948772931,-0.004254720884631879,stop
long,2022-01-21 10:15:00,2022-01-21 10:16:00,2022-01-21 11:09:00,2912.21,2883.46,2880.5,2975.63,0.3,0.01088863783861742,-0.009872227620947638,-0.003261668286284291,stop
long,2022-01-21 11:45:00,2022-01-21 11:46:00,2022-01-21 20:11:00,2856.71,2806.7,2809.51,2951.1099999999997,0.3,0.01652250315922856,-0.017506152182055645,-0.005551845654616693,stop
long,2022-01-22 07:15:00,2022-01-22 07:16:00,2022-01-22 15:30:00,2554.23,2466.18,2459.64,2743.4100000000003,0.13501585791309842,0.037032686954581284,-0.03447222842108977,-0.004789313352362828,stop
long,2022-01-22 15:45:00,2022-01-22 15:46:00,2022-01-22 17:42:00,2483.11,2409.71,2420.0,2609.3300000000004,0.1967287276184436,0.02541570852680716,-0.029559705369476164,-0.006011971953731565,stop
long,2022-01-24 20:30:00,2022-01-24 20:31:00,2022-01-24 20:41:00,2216.38,2199.71,2200.17,2248.8,0.3,0.007313727790360875,-0.0075212734278418125,-0.0025563820283525437,stop
long,2022-01-24 21:15:00,2022-01-24 21:16:00,2022-01-24 22:08:00,2218.96,2165.03,2166.0,2324.88,0.20949395770392737,0.02386703681003715,-0.02430417853408795,-0.005301072507552847,stop
long,2022-01-24 22:15:00,2022-01-24 22:16:00,2022-01-24 23:37:00,2193.03,2263.83,2155.03,2269.03,0.28855657894736847,0.01732762433710437,0.03228410008071014,0.009027232894736814,target
short,2022-01-26 02:45:00,2022-01-26 02:46:00,2022-01-26 04:06:00,2489.64,2457.31,2507.9,2453.1199999999994,0.3,0.007334393727607292,0.012985813209941965,0.0035957439629825897,target
short,2022-01-26 17:30:00,2022-01-26 17:31:00,2022-01-26 18:46:00,2490.2,2517.9,2523.34,2423.919999999999,0.3,0.013308168018633174,-0.011123604529756692,-0.0036370813589270074,stop
short,2022-01-27 03:15:00,2022-01-27 03:16:00,2022-01-27 04:21:00,2640.27,2473.57,2724.03,2472.7499999999995,0.15760924068767868,0.031724028224386226,0.06313748215144654,0.009793441380133676,target
short,2022-01-29 01:15:00,2022-01-29 01:16:00,2022-01-29 03:31:00,2473.45,2428.34,2494.6,2431.1499999999996,0.3,0.008550809597930054,0.018237684206270477,0.005171305261881143,target
short,2022-01-29 05:00:00,2022-01-29 05:01:00,2022-01-29 05:04:00,2507.55,2518.27,2518.0,2486.6500000000005,0.3,0.004167414408486298,-0.004275089230523665,-0.0015825267691570995,stop
short,2022-01-29 08:30:00,2022-01-29 08:31:00,2022-01-29 09:29:00,2568.71,2535.69,2586.0,2534.13,0.3,0.006731005057013039,0.01285470138707756,0.003556410416123268,target
long,2022-01-31 04:15:00,2022-01-31 04:16:00,2022-01-31 08:46:00,2569.86,2542.89,2535.76,2638.06,0.3,0.013269205326360155,-0.010494735121757692,-0.0034484205365273076,stop
long,2022-01-31 12:45:00,2022-01-31 12:46:00,2022-01-31 17:39:00,2495.75,2540.2,2471.28,2544.6899999999996,0.3,0.009804667935490254,0.01781027747170172,0.005043083241510516,target
short,2022-02-01 12:15:00,2022-02-01 12:16:00,2022-02-01 17:02:00,2744.18,2774.55,2768.87,2694.7999999999997,0.3,0.008997223214220662,-0.011067058283348974,-0.003620117485004692,stop
short,2022-02-01 21:30:00,2022-02-01 21:31:00,2022-02-01 21:43:00,2779.2,2794.64,2798.69,2740.2199999999993,0.3,0.0070128094415660034,-0.005555555555555536,-0.001966666666666661,stop
long,2022-02-02 23:45:00,2022-02-02 23:46:00,2022-02-03 00:04:00,2678.08,2650.9,2651.42,2731.3999999999996,0.3,0.009954893057712935,-0.010149062014577548,-0.003344718604373264,stop
long,2022-02-03 00:30:00,2022-02-03 00:31:00,2022-02-03 01:10:00,2654.63,2689.01,2637.9,2688.09,0.3,0.006302196539630765,0.012950957383891515,0.0035852872151674545,target
short,2022-02-04 14:30:00,2022-02-04 14:31:00,2022-02-04 16:01:00,2800.74,2827.77,2811.72,2778.7799999999997,0.3,0.00392039246770497,-0.009651020801645371,-0.0031953062404936113,stop
short,2022-02-05 01:00:00,2022-02-05 01:01:00,2022-02-05 04:07:00,2927.57,2971.44,2970.87,2840.9700000000007,0.3,0.014790423456996665,-0.014985124181488452,-0.004795537254446535,stop
short,2022-02-05 04:15:00,2022-02-05 04:16:00,2022-02-05 07:50:00,2964.32,2984.77,2982.0,2928.9600000000005,0.3,0.0059642683650887336,-0.0068987153883521835,-0.002369614616505655,stop
short,2022-02-05 23:00:00,2022-02-05 23:01:00,2022-02-05 23:19:00,3013.76,3049.39,3049.0,2943.2800000000007,0.3,0.011693034614567775,-0.011822441070290735,-0.00384673232108722,stop
long,2022-02-06 23:15:00,2022-02-06 23:16:00,2022-02-07 07:21:00,2978.48,3033.33,2951.48,3032.48,0.3,0.009065026456447583,0.01841543337541296,0.005224630012623888,target
short,2022-02-07 13:30:00,2022-02-07 13:31:00,2022-02-07 17:35:00,3091.94,3055.88,3112.0,3051.82,0.3,0.006487836115836642,0.011662580774529863,0.0031987742323589586,target
long,2022-02-08 21:00:00,2022-02-08 21:01:00,2022-02-08 22:19:00,3065.53,3095.14,3050.01,3096.57,0.3,0.0050627460830590405,0.009659014917485553,0.002597704475245666,target
short,2022-02-10 04:15:00,2022-02-10 04:16:00,2022-02-10 04:30:00,3246.04,3260.91,3265.0,3208.12,0.3,0.005840963142783218,-0.004580966346686921,-0.0016742899040060762,stop
short,2022-02-10 04:45:00,2022-02-10 04:46:00,2022-02-10 08:18:00,3255.68,3223.14,3272.6,3221.8399999999997,0.3,0.005197070965205448,0.00999483978769411,0.002698451936308233,target
short,2022-02-10 19:45:00,2022-02-10 19:46:00,2022-02-10 20:45:00,3268.47,3234.0,3288.0,3229.4099999999994,0.3,0.005975272834078392,0.010546218873050628,0.002863865661915188,target
long,2022-02-11 08:00:00,2022-02-11 08:01:00,2022-02-11 08:03:00,3066.99,3056.75,3055.26,3090.449999999999,0.3,0.003824596754472484,-0.0033387784114065067,-0.0013016335234219518,stop
short,2022-02-13 04:45:00,2022-02-13 04:46:00,2022-02-13 04:58:00,2977.42,2963.17,2984.52,2963.2200000000003,0.3,0.00238461486790574,0.004786022798261569,0.0011358068394784707,target
long,2022-02-14 09:45:00,2022-02-14 09:46:00,2022-02-14 20:41:00,2846.67,2894.73,2822.0,2896.01,0.3,0.008666266198751549,0.016882884212079396,0.004764865263623819,target
short,2022-02-14 22:30:00,2022-02-14 22:31:00,2022-02-14 22:46:00,2957.89,2935.11,2967.51,2938.649999999999,0.3,0.0032523183755989392,0.007701435820804625,0.0020104307462413874,target
short,2022-02-15 16:00:00,2022-02-15 16:01:00,2022-02-15 16:12:00,3050.64,3060.0,3066.56,3018.7999999999997,0.3,0.005218577085464058,-0.003068208638187464,-0.001220462591456239,stop
short,2022-02-15 16:45:00,2022-02-15 16:46:00,2022-02-15 17:01:00,3069.6,3083.77,3087.39,3034.02,0.3,0.005795543393275985,-0.004616236643210758,-0.0016848709929632273,stop
short,2022-02-15 17:15:00,2022-02-15 17:16:00,2022-02-15 17:38:00,3074.39,3088.13,3089.38,3044.4099999999994,0.3,0.004875763972690595,-0.004469179251819222,-0.0016407537755457665,stop
long,2022-02-16 23:00:00,2022-02-16 23:01:00,2022-02-17 00:19:00,3066.88,3047.43,3050.26,3100.12,0.3,0.005419188230383938,-0.006341950125208773,-0.002202585037562632,stop
long,2022-02-17 00:30:00,2022-02-17 00:31:00,2022-02-17 03:01:00,3067.62,3114.33,3043.0,3116.8599999999997,0.3,0.008025765903208314,0.015226788194104834,0.00426803645823145,target
long,2022-02-17 16:45:00,2022-02-17 16:46:00,2022-02-17 21:22:00,3058.5,3027.29,3027.41,3120.6800000000003,0.3,0.010165113617786544,-0.010204348536864472,-0.003361304561059341,stop
long,2022-02-18 02:00:00,2022-02-18 02:01:00,2022-02-18 02:12:00,2946.7,2936.47,2924.93,2990.24,0.3,0.007387925475956149,-0.0034716801846133016,-0.0013415040553839905,stop
long,2022-02-19 00:00:00,2022-02-19 00:01:00,2022-02-19 00:04:00,2797.18,2783.13,2777.0,2837.5399999999995,0.3,0.007214408797431641,-0.005022915936764738,-0.0018068747810294212,stop
long,2022-02-19 00:15:00,2022-02-19 00:16:00,2022-02-19 02:07:00,2802.63,2762.12,2760.32,2887.25,0.3,0.015096534326685986,-0.014454280443726097,-0.004636284133117829,stop
long,2022-02-19 20:15:00,2022-02-19 20:16:00,2022-02-19 21:07:00,2726.57,2707.92,2697.9,2783.9100000000003,0.3,0.010515042709338132,-0.006840095798017365,-0.0023520287394052093,stop
short,2022-02-21 11:30:00,2022-02-21 11:31:00,2022-02-21 12:53:00,2723.8,2737.29,2739.98,2691.4400000000005,0.3,0.005940230560246653,-0.004952639694544292,-0.0017857919083632875,stop
short,2022-02-21 16:15:00,2022-02-21 16:16:00,2022-02-21 16:59:00,2746.8,2720.66,2760.0,2720.4000000000005,0.3,0.004805591961555198,0.009516528323867846,0.0025549584971603537,target
long,2022-02-22 08:15:00,2022-02-22 08:16:00,2022-02-22 11:06:00,2579.31,2553.66,2552.0,2633.93,0.3,0.010588103019799847,-0.009944520046058836,-0.0032833560138176504,stop
long,2022-02-22 12:00:00,2022-02-22 12:01:00,2022-02-22 13:49:00,2518.77,2539.31,2507.11,2542.0899999999997,0.3,0.004629243638760131,0.008154773957129935,0.0021464321871389803,target
short,2022-02-23 20:00:00,2022-02-23 20:01:00,2022-02-23 20:37:00,2721.64,2736.3,2739.65,2685.6199999999994,0.3,0.006617333666465888,-0.005386458164930108,-0.0019159374494790323,stop
short,2022-02-23 21:00:00,2022-02-23 21:01:00,2022-02-23 21:08:00,2737.51,2748.13,2749.88,2712.7700000000004,0.3,0.004518704954502409,-0.003879437883331782,-0.0014638313649995346,stop
long,2022-02-24 08:15:00,2022-02-24 08:16:00,2022-02-24 08:51:00,2588.94,2563.12,2561.7,2643.4200000000005,0.3,0.010521680687849172,-0.009973193662271118,-0.0032919580986813354,stop
long,2022-02-24 15:45:00,2022-02-24 15:46:00,2022-02-25 02:54:00,2380.77,2540.42,2301.0,2540.31,0.1492271530650621,0.03350596655703826,0.06705813665326765,0.009857667669549961,target
long,2022-02-27 09:45:00,2022-02-27 09:46:00,2022-02-27 09:59:00,2711.71,2692.7,2693.0,2749.13,0.3,0.006899705351973491,-0.007010336651043114,-0.002403100995312934,stop
short,2022-03-02 12:15:00,2022-03-02 12:16:00,2022-03-02 14:58:00,3018.86,2968.16,3046.0,2964.5800000000004,0.3,0.008990148599140031,0.016794419085350176,0.0047383257256050524,target
long,2022-03-04 22:30:00,2022-03-04 22:31:00,2022-03-05 00:04:00,2705.44,2663.88,2658.78,2798.7599999999998,0.28990998714102106,0.01724673250931451,-0.015361641729256581,-0.00474340334333477,stop
long,2022-03-05 00:15:00,2022-03-05 00:16:00,2022-03-05 03:10:00,2667.66,2647.85,2646.31,2710.3599999999997,0.3,0.008003268782378531,-0.0074259838210266604,-0.002527795146307998,stop
long,2022-03-05 04:30:00,2022-03-05 04:31:00,2022-03-05 05:44:00,2607.5,2624.0,2598.3,2625.8999999999996,0.3,0.003528283796740103,0.006327900287631749,0.0015983700862895248,target
long,2022-03-07 08:30:00,2022-03-07 08:31:00,2022-03-07 10:52:00,2542.89,2508.55,2511.3,2606.0699999999993,0.3,0.012422873187593523,-0.013504319888001381,-0.004351295966400414,stop
long,2022-03-07 16:45:00,2022-03-07 16:46:00,2022-03-07 21:36:00,2521.56,2596.65,2485.46,2593.7599999999998,0.3,0.014316534208981706,0.02977918431447213,0.008633755294341638,target
long,2022-03-08 04:00:00,2022-03-08 04:01:00,2022-03-08 04:04:00,2461.22,2444.68,2446.48,2490.6999999999994,0.3,0.005988899813913337,-0.0067202444316233345,-0.0023160733294870003,stop
short,2022-03-09 09:45:00,2022-03-09 09:46:00,2022-03-09 10:35:00,2614.26,2631.54,2630.0,2582.7800000000007,0.3,0.006020824248544437,-0.006609901080994129,-0.0022829703242982385,stop
short,2022-03-09 10:45:00,2022-03-09 10:46:00,2022-03-09 11:22:00,2622.06,2639.13,2635.95,2594.28,0.3,0.005297361616438935,-0.006510148509187408,-0.0022530445527562224,stop
short,2022-03-09 16:15:00,2022-03-09 16:16:00,2022-03-09 16:49:00,2731.34,2755.0,2754.78,2684.46,0.3,0.008581868240497358,-0.008662414785416628,-0.002898724435624988,stop
long,2022-03-10 14:00:00,2022-03-10 14:01:00,2022-03-10 21:35:00,2595.2,2636.37,2570.0,2645.5999999999995,0.3,0.009710234278668241,0.01586390258939585,0.004459170776818755,target
short,2022-03-16 01:00:00,2022-03-16 01:01:00,2022-03-16 03:00:00,2604.6,2626.99,2626.97,2559.86,0.3,0.008588650848498768,-0.008596329570759398,-0.002878898871227819,stop
short,2022-03-16 03:30:00,2022-03-16 03:31:00,2022-03-16 03:57:00,2652.91,2659.33,2661.91,2634.91,0.3,0.00339250106486839,-0.002419984092939531,-0.0010259952278818592,stop
short,2022-03-16 04:15:00,2022-03-16 04:16:00,2022-03-16 10:08:00,2642.55,2695.28,2669.0,2589.6500000000005,0.3,0.010009271347751156,-0.019954210894779667,-0.0062862632684338995,stop
short,2022-03-19 04:15:00,2022-03-19 04:16:00,2022-03-19 16:16:00,2963.63,2925.0,2985.59,2919.71,0.3,0.0074098318616021685,0.0130346905652865,0.00361040716958595,time
long,2022-03-21 01:45:00,2022-03-21 01:46:00,2022-03-21 01:53:00,2831.62,2825.04,2824.36,2846.1399999999994,0.3,0.002563903348613078,-0.002323758131387632,-0.0009971274394162896,stop
short,2022-03-21 19:30:00,2022-03-21 19:31:00,2022-03-21 21:08:00,2910.11,2920.84,2923.79,2882.7500000000005,0.3,0.004700853232351985,-0.0036871458467204743,-0.0014061437540161422,stop
long,2022-03-23 12:45:00,2022-03-23 12:46:00,2022-03-23 14:30:00,2930.99,2956.21,2917.58,2957.8099999999995,0.3,0.004575245906673122,0.008604601175712157,0.002281380352713647,target
short,2022-03-25 09:45:00,2022-03-25 09:46:00,2022-03-25 18:57:00,3118.52,3147.26,3151.42,3052.72,0.3,0.01054987622333674,-0.009215910111206593,-0.003064773033361978,stop
short,2022-03-28 02:30:00,2022-03-28 02:31:00,2022-03-28 04:36:00,3180.63,3195.88,3190.33,3161.2300000000005,0.3,0.003049710277523578,-0.00479464760126147,-0.001738394280378441,stop
short,2022-03-28 08:45:00,2022-03-28 08:46:00,2022-03-28 17:50:00,3283.42,3341.0,3344.0,3162.26,0.27099867943215616,0.01845027440900035,-0.01753659294272425,-0.005023392208649697,stop
short,2022-03-28 18:00:00,2022-03-28 18:01:00,2022-03-28 21:39:00,3335.91,3370.86,3375.5,3256.7299999999996,0.3,0.011867826170370348,-0.010476901355252366,-0.0034430704065757096,stop
short,2022-03-29 03:45:00,2022-03-29 03:46:00,2022-03-29 05:25:00,3420.77,3397.25,3433.63,3395.0499999999997,0.3,0.003759387506321713,0.006875644957129556,0.001762693487138867,target
short,2022-03-29 17:30:00,2022-03-29 17:31:00,2022-03-29 19:14:00,3428.36,3448.1,3446.33,3392.4200000000005,0.3,0.005241573230349146,-0.0057578550677290785,-0.0020273565203187236,stop
short,2022-03-31 02:15:00,2022-03-31 02:16:00,2022-03-31 02:59:00,3432.95,3395.03,3448.0,3402.8499999999995,0.3,0.004383984619642052,0.011045893473543011,0.0030137680420629035,target
long,2022-04-01 00:45:00,2022-04-01 00:46:00,2022-04-01 00:55:00,3301.03,3286.18,3282.18,3338.730000000001,0.3,0.005710338894224034,-0.004498595892797219,-0.0016495787678391656,stop
short,2022-04-08 17:00:00,2022-04-08 17:01:00,2022-04-08 20:54:00,3287.44,3232.14,3314.39,3233.5400000000004,0.3,0.008197868250066865,0.016821599785851626,0.0047464799357554875,target
long,2022-04-09 07:15:00,2022-04-09 07:16:00,2022-04-09 07:21:00,3179.1,3191.36,3174.55,3188.1999999999994,0.3,0.0014312226730834913,0.0038564373564846655,0.0008569312069453996,target
long,2022-04-11 19:45:00,2022-04-11 19:46:00,2022-04-11 21:33:00,3053.83,3017.24,3026.8,3107.8899999999994,0.3,0.00885118032110489,-0.011981675469819875,-0.0038945026409459623,stop
long,2022-04-12 05:45:00,2022-04-12 05:46:00,2022-04-12 13:42:00,2970.19,3014.67,2947.0,3016.57,0.3,0.0078075813331807235,0.014975472949541935,0.00419264188486258,target
short,2022-04-12 21:15:00,2022-04-12 21:16:00,2022-04-12 22:04:00,3067.95,3035.16,3083.89,3036.0699999999997,0.3,0.005195651819618982,0.010687918642741878,0.0029063755928225633,target
short,2022-04-13 23:45:00,2022-04-13 23:46:00,2022-04-14 06:35:00,3095.63,3121.63,3118.0,3050.8900000000003,0.3,0.007226315806475545,-0.00839893656541646,-0.002819680969624938,stop
long,2022-04-14 22:15:00,2022-04-14 22:16:00,2022-04-14 23:37:00,3043.81,3026.01,3032.12,3067.19,0.3,0.0038405813766299655,-0.005847934003764932,-0.0020543802011294796,stop
long,2022-04-15 00:45:00,2022-04-15 00:46:00,2022-04-15 02:55:00,3016.99,2991.67,3001.22,3048.5299999999997,0.3,0.0052270640605371526,-0.008392470641268135,-0.0028177411923804405,stop
long,2022-04-15 03:15:00,2022-04-15 03:16:00,2022-04-15 06:09:00,2989.96,3020.45,2973.8,3022.2799999999997,0.3,0.005404754578656522,0.010197460835596361,0.0027592382506789084,target
long,2022-04-18 08:15:00,2022-04-18 08:16:00,2022-04-18 12:15:00,2992.91,2963.03,2974.54,3029.6499999999996,0.3,0.006137839093056555,-0.009983594561814302,-0.0032950783685442905,stop
short,2022-04-21 21:00:00,2022-04-21 21:01:00,2022-04-21 23:46:00,3162.91,3115.02,3188.0,3112.7299999999996,0.3,0.007932568425911628,0.015141120044515954,0.004242336013354786,target
long,2022-04-22 06:45:00,2022-04-22 06:46:00,2022-04-22 18:46:00,2983.01,3009.4,2932.25,3084.5300000000007,0.2938347123719452,0.01701636937187613,0.008846768867687205,0.002305653073286004,time
long,2022-04-25 09:15:00,2022-04-25 09:16:00,2022-04-25 14:13:00,2855.01,2836.96,2841.0,2883.0300000000007,0.3,0.0049071631973268805,-0.006322219536884388,-0.0021966658610653163,stop
short,2022-04-26 08:45:00,2022-04-26 08:46:00,2022-04-26 15:07:00,3022.4,2987.76,3043.17,2980.86,0.3,0.00687202223398623,0.011461090524086726,0.0031383271572260176,target
long,2022-04-27 00:15:00,2022-04-27 00:16:00,2022-04-27 03:18:00,2860.54,2831.05,2836.0,2909.62,0.3,0.00857879980702943,-0.010309242310892253,-0.0033927726932676755,stop
long,2022-04-27 03:45:00,2022-04-27 03:46:00,2022-04-27 04:11:00,2835.1,2809.43,2808.8,2887.6999999999994,0.3,0.009276568727734375,-0.009054354343762117,-0.003016306303128635,stop
short,2022-04-28 16:00:00,2022-04-28 16:01:00,2022-04-28 16:34:00,2904.1,2939.78,2941.36,2829.5799999999995,0.3,0.012830136703281644,-0.012286078303088921,-0.003985823490926676,stop
short,2022-04-28 17:00:00,2022-04-28 17:01:00,2022-04-28 17:02:00,2939.53,2938.22,2944.99,2928.610000000001,0.3,0.001857439794796985,0.00044564947457603754,-0.00016630515762718873,stop
short,2022-04-29 02:15:00,2022-04-29 02:16:00,2022-04-29 05:29:00,2961.65,2922.67,2981.56,2921.8300000000004,0.3,0.006722603953877013,0.013161582226123958,0.003648474667837187,target
long,2022-04-30 02:00:00,2022-04-30 02:01:00,2022-04-30 02:50:00,2816.0,2802.69,2802.74,2842.5200000000004,0.3,0.004708806818181896,-0.004726562500000031,-0.0017179687500000092,stop
long,2022-04-30 03:00:00,2022-04-30 03:01:00,2022-04-30 03:29:00,2812.99,2790.94,2797.0,2844.9699999999993,0.3,0.005684342994464887,-0.007838634335706751,-0.0026515903007120253,stop
long,2022-04-30 03:45:00,2022-04-30 03:46:00,2022-04-30 03:48:00,2789.29,2779.28,2781.67,2804.5299999999997,0.3,0.0027318780047968804,-0.0035887268803170835,-0.0013766180640951248,stop
long,2022-04-30 04:00:00,2022-04-30 04:01:00,2022-04-30 08:21:00,2792.88,2828.02,2775.6,2827.4400000000005,0.3,0.006187161639597906,0.012581994213858083,0.003474598264157425,target
long,2022-04-30 23:15:00,2022-04-30 23:16:00,2022-05-01 07:03:00,2794.61,2761.39,2768.0,2847.8300000000004,0.3,0.009521901088166194,-0.011887168513674662,-0.003866150554102398,stop
short,2022-05-03 06:30:00,2022-05-03 06:31:00,2022-05-03 09:09:00,2867.37,2836.56,2883.37,2835.37,0.3,0.005580026295873919,0.010745038135992147,0.0029235114407976438,target
long,2022-05-04 04:30:00,2022-05-04 04:31:00,2022-05-04 05:24:00,2768.07,2791.72,2755.1,2794.0100000000007,0.3,0.0046855751480274176,0.008543859078708138,0.0022631577236124413,target
long,2022-05-08 11:00:00,2022-05-08 11:01:00,2022-05-08 11:13:00,2552.27,2533.6,2521.48,2613.85,0.3,0.012063770682568836,-0.00731505679258071,-0.002494517037774213,stop
long,2022-05-09 18:30:00,2022-05-09 18:31:00,2022-05-09 18:47:00,2421.38,2379.15,2380.0,2504.1400000000003,0.2925785403576599,0.01708942834251547,-0.01744046783239306,-0.005395285161913941,stop
long,2022-05-09 23:45:00,2022-05-09 23:46:00,2022-05-10 00:52:00,2381.16,2334.43,2335.47,2472.54,0.26057780695994714,0.01918812679534347,-0.01962488870970447,-0.005374388268767765,stop
short,2022-05-13 11:30:00,2022-05-13 11:31:00,2022-05-13 11:58:00,2097.26,2108.46,2109.08,2073.620000000001,0.3,0.005635924968768635,-0.005340301154840077,-0.001902090346452023,stop
short,2022-05-13 12:00:00,2022-05-13 12:01:00,2022-05-13 13:09:00,2086.77,2111.47,2110.99,2038.3300000000004,0.3,0.011606453993492239,-0.011836474551579546,-0.0038509423654738634,stop
short,2022-05-15 20:15:00,2022-05-15 20:16:00,2022-05-15 20:22:00,2082.26,2097.32,2095.7,2055.380000000001,0.3,0.006454525371471189,-0.007232526197496814,-0.002469757859249044,stop
long,2022-05-16 18:15:00,2022-05-16 18:16:00,2022-05-17 06:16:00,2031.56,2049.62,1973.0,2148.68,0.17345969945355208,0.028825139301817296,0.008889720215007113,0.001368548497267748,time
long,2022-05-19 00:15:00,2022-05-19 00:16:00,2022-05-19 07:27:00,1957.97,1923.97,1935.35,2003.2100000000003,0.3,0.011552781707584957,-0.017364923875238136,-0.00550947716257144,stop
short,2022-05-20 19:15:00,2022-05-20 19:16:00,2022-05-20 19:52:00,2042.13,2060.82,2058.63,2009.13,0.3,0.008079799033362225,-0.009152208723244959,-0.0030456626169734877,stop
short,2022-05-20 20:00:00,2022-05-20 20:01:00,2022-05-20 20:50:00,2051.68,2033.26,2064.39,2026.2599999999998,0.3,0.006194923184902147,0.008978008266396276,0.0023934024799188826,target
long,2022-05-21 00:00:00,2022-05-21 00:01:00,2022-05-21 00:04:00,1958.58,1950.06,1951.02,1973.6999999999998,0.3,0.003859939343810284,-0.004350090371595727,-0.0016050271114787182,stop
short,2022-05-22 17:30:00,2022-05-22 17:31:00,2022-05-22 17:32:00,1988.75,1995.94,1996.0,1974.25,0.3,0.0036455059710873666,-0.003615336266499014,-0.0013846008799497042,stop
short,2022-05-23 15:45:00,2022-05-23 15:46:00,2022-05-23 19:12:00,2067.92,2082.97,2083.49,2036.7800000000007,0.3,0.00752930480869652,-0.007277844404038669,-0.0024833533212116005,stop
short,2022-05-23 20:30:00,2022-05-23 20:31:00,2022-05-24 02:59:00,2070.93,2033.2,2089.0,2034.7899999999995,0.3,0.008725548425103776,0.018218867851641396,0.005165660355492418,target
