side,setup_day,release_bar_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
long,2025-06-02,2025-06-03 02:21:00,2025-06-03 02:23:00,2025-06-05 02:23:00,2562.13,2637.86,2473.64,2739.1100000000006,0.14476946547632463,0.02955743853746684,0.004134245112442069,time,False
long,2025-06-07,2025-06-08 00:10:00,2025-06-08 00:12:00,2025-06-10 00:12:00,2523.0,2538.61,2455.92,2657.16,0.18805903398926674,0.006187078874355878,0.0009754770423374995,time,False
short,2025-06-08,2025-06-09 11:06:00,2025-06-09 11:08:00,2025-06-09 19:38:00,2486.46,2543.61,2544.92,2369.54,0.2126633595620936,-0.0229844839651554,-0.005100620937393111,stop,False
long,2025-06-15,2025-06-16 01:51:00,2025-06-16 01:53:00,2025-06-17 23:31:00,2556.05,2486.97,2486.31,2695.5300000000007,0.18325566389446454,-0.02702607538976165,-0.0051359370519070855,stop,False
long,2025-06-28,2025-06-29 17:33:00,2025-06-29 17:35:00,2025-07-01 17:35:00,2454.77,2449.59,2386.58,2591.15,0.17999486728259262,-0.0021101773282221625,-0.0005598159554186766,time,False
short,2025-06-29,2025-06-30 05:04:00,2025-06-30 05:06:00,2025-06-30 06:24:00,2420.48,2461.44,2462.81,2335.82,0.2859059768485713,-0.01692226335272351,-0.005124082211197765,stop,False
long,2025-07-26,2025-07-27 10:53:00,2025-07-27 10:55:00,2025-07-29 10:55:00,3782.28,3746.15,3615.27,4116.300000000001,0.11323513562062139,-0.009552439269435387,-0.0011949068918028869,time,False
short,2025-07-30,2025-07-31 03:04:00,2025-07-31 03:06:00,2025-07-31 08:41:00,3689.62,3838.82,3832.94,3402.9799999999996,0.12871964833938027,-0.04043776865910309,-0.0053338550097683434,stop,False
long,2025-08-06,2025-08-07 00:01:00,2025-08-07 00:03:00,2025-08-08 06:54:00,3667.47,3920.67,3543.0,3916.4099999999994,0.14732345143408074,0.06903941954535431,0.010023802120993049,target,False
long,2025-08-16,2025-08-17 16:50:00,2025-08-17 16:52:00,2025-08-18 10:10:00,4515.18,4352.77,4365.48,4814.580000000002,0.15080761523046018,-0.03596977307659932,-0.005575323313293217,stop,False
long,2025-08-24,2025-08-25 00:41:00,2025-08-25 00:43:00,2025-08-25 04:10:00,4828.6,4738.28,4718.75,5048.300000000001,0.2197815202548923,-0.01870521476204301,-0.004330842057350959,stop,False
short,2025-09-01,2025-09-02 01:11:00,2025-09-02 01:13:00,2025-09-04 01:13:00,4326.49,4477.38,4489.85,3999.7699999999986,0.132421951518119,-0.03487584624025497,-0.004750749571498536,time,False
short,2025-09-06,2025-09-07 00:20:00,2025-09-07 00:22:00,2025-09-08 21:07:00,4251.04,4344.13,4341.75,4069.62,0.23432036159188613,-0.021898170800557004,-0.005365507661779286,stop,False
short,2025-09-17,2025-09-18 01:59:00,2025-09-18 02:01:00,2025-09-18 06:27:00,4488.5,4557.69,4552.94,4359.620000000001,0.3,-0.015414949314915827,-0.004924484794474748,stop,False
long,2025-09-20,2025-09-21 00:41:00,2025-09-21 00:43:00,2025-09-22 08:22:00,4504.04,4429.21,4431.04,4650.04,0.3,-0.0166139732329198,-0.00528419196987594,stop,False
short,2025-09-21,2025-09-22 08:18:00,2025-09-22 08:20:00,2025-09-22 10:29:00,4436.96,4308.48,4506.86,4297.160000000001,0.3,0.0289567631892107,0.00838702895676321,target,False
long,2025-09-28,2025-09-29 00:07:00,2025-09-29 00:09:00,2025-09-29 22:42:00,4038.26,4190.0,3962.06,4190.660000000001,0.264977690288713,0.037575589486561034,0.009691715223097077,target,False
long,2025-10-08,2025-10-09 01:18:00,2025-10-09 01:20:00,2025-10-09 10:57:00,4534.29,4403.2,4408.14,4786.589999999999,0.17971819262782454,-0.028910810733323244,-0.005375516845025789,stop,False
long,2025-10-18,2025-10-19 16:19:00,2025-10-19 16:21:00,2025-10-21 16:21:00,3904.49,3880.74,3776.0,4161.469999999999,0.15193750486419202,-0.0060827406396225525,-0.001076133940384462,time,False
long,2025-10-25,2025-10-26 02:39:00,2025-10-26 02:41:00,2025-10-27 06:04:00,3964.25,4167.28,3863.65,4165.45,0.1970303180914515,0.051215236173298706,0.009893923956262405,target,False
long,2025-11-01,2025-11-02 12:56:00,2025-11-02 12:58:00,2025-11-03 10:33:00,3906.69,3803.88,3801.0,4118.07,0.18481833664490482,-0.026316395721185937,-0.0050485708203235795,stop,False
short,2025-11-02,2025-11-03 09:35:00,2025-11-03 09:37:00,2025-11-03 19:00:00,3833.11,3674.29,3917.35,3664.6300000000006,0.22751127730294457,0.04143371831228437,0.009199126899335278,target,False
short,2025-11-10,2025-11-11 22:47:00,2025-11-11 22:49:00,2025-11-13 22:49:00,3491.01,3416.67,3657.0,3159.0300000000007,0.10515723838785483,0.02129469695016628,0.002134134285197906,time,False
long,2025-11-23,2025-11-24 10:14:00,2025-11-24 10:16:00,2025-11-26 10:16:00,2859.24,2970.47,2731.78,3114.159999999999,0.1121622469794449,0.03890194597165686,0.004251167425074554,time,False
long,2025-11-26,2025-11-27 01:33:00,2025-11-27 01:35:00,2025-11-29 01:35:00,3003.13,3019.34,2869.18,3271.0300000000007,0.11209891750653206,0.005397701731193694,0.0004929776035834151,time,False
short,2025-11-28,2025-11-29 18:20:00,2025-11-29 18:22:00,2025-12-01 18:22:00,2993.04,2836.27,3098.0,2783.12,0.14258003048780485,0.05237818405367123,0.007325503048780492,time,False
short,2025-12-14,2025-12-15 07:32:00,2025-12-15 07:34:00,2025-12-15 10:09:00,3045.8,3124.41,3128.28,2880.84,0.1846387002909796,-0.025809311182612094,-0.004950036372453922,stop,False
long,2025-12-20,2025-12-21 17:54:00,2025-12-21 17:56:00,2025-12-23 17:56:00,3007.46,2963.23,2933.09,3156.2,0.20219577786741996,-0.014706762517207261,-0.003175841064945557,time,False
short,2025-12-25,2025-12-26 07:34:00,2025-12-26 07:36:00,2025-12-26 10:16:00,2904.68,2969.89,2970.61,2772.8199999999993,0.22028515091763892,-0.02244997727804776,-0.005165681783709955,stop,False
long,2025-12-27,2025-12-28 06:14:00,2025-12-28 06:16:00,2025-12-29 11:41:00,2948.64,3033.25,2905.39,3035.14,0.3,0.0286945846220632,0.00830837538661896,target,False
long,2026-01-11,2026-01-12 00:31:00,2026-01-12 00:33:00,2026-01-12 22:25:00,3144.05,3074.62,3077.23,3277.6900000000005,0.23526264591439633,-0.022082982140869345,-0.005430563454055679,stop,False
long,2026-01-18,2026-01-19 02:28:00,2026-01-19 02:30:00,2026-01-19 07:47:00,3361.28,3297.85,3293.1,3497.640000000001,0.2465004400117326,-0.018870787319116622,-0.004898157817541804,stop,False
short,2026-01-25,2026-01-26 00:02:00,2026-01-26 00:04:00,2026-01-26 03:54:00,2911.78,2804.04,2966.88,2801.5800000000004,0.26422686025408393,0.03700142181071375,0.009512542649727791,target,False
short,2026-02-12,2026-02-13 00:28:00,2026-02-13 00:30:00,2026-02-13 22:50:00,1907.96,1995.4,2001.28,1721.3200000000002,0.10222674667809695,-0.045829053019979415,-0.004787181740248607,stop,False
short,2026-02-14,2026-02-15 20:54:00,2026-02-15 20:56:00,2026-02-17 20:56:00,2019.48,1971.1,2107.55,1843.3399999999997,0.11465198137844874,0.02395666211103853,0.002632026796866129,time,False
long,2026-02-17,2026-02-18 03:14:00,2026-02-18 03:16:00,2026-02-19 03:35:00,2012.4,1939.61,1940.01,2157.1800000000003,0.1389970990468295,-0.03617074140329968,-0.0051666252244785315,stop,False
short,2026-02-22,2026-02-23 01:32:00,2026-02-23 01:34:00,2026-02-24 09:17:00,1937.5,1819.5,1994.7,1823.1,0.169361888111888,0.06090322580645158,0.010145323426573413,target,False
short,2026-03-07,2026-03-08 03:50:00,2026-03-08 03:52:00,2026-03-09 11:12:00,1952.89,1992.74,1995.0,1868.6700000000003,0.231879601044883,-0.020405655208434625,-0.004963534789836143,stop,False
long,2026-03-15,2026-03-16 04:30:00,2026-03-16 04:32:00,2026-03-16 11:34:00,2122.78,2241.25,2066.86,2234.6200000000003,0.1898050786838338,0.055808892113172304,0.010403006080114428,target,False
short,2026-03-21,2026-03-22 07:51:00,2026-03-22 07:53:00,2026-03-23 19:12:00,2102.76,2166.22,2168.0,1972.2800000000007,0.1611557326793384,-0.030179383286727646,-0.005024736358062512,stop,False
short,2026-03-29,2026-03-30 06:41:00,2026-03-30 06:43:00,2026-03-30 10:46:00,1964.25,2026.01,2029.38,1833.9899999999998,0.15079456471672018,-0.03144202621865855,-0.00489208122217104,stop,False
long,2026-04-04,2026-04-05 03:08:00,2026-04-05 03:10:00,2026-04-05 14:08:00,2064.16,2043.41,2042.68,2107.1199999999994,0.3,-0.01005251530889062,-0.0033157545926671855,stop,False
long,2026-04-11,2026-04-12 00:40:00,2026-04-12 00:42:00,2026-04-12 09:44:00,2260.53,2223.58,2220.12,2341.350000000001,0.2796993318485502,-0.016345724232812775,-0.004851587478346939,stop,False
short,2026-04-21,2026-04-22 01:19:00,2026-04-22 01:21:00,2026-04-22 10:18:00,2291.99,2344.23,2345.42,2185.129999999999,0.21448530787946726,-0.022792420560299176,-0.005103124649073536,stop,False
long,2026-04-25,2026-04-26 13:13:00,2026-04-26 13:15:00,2026-04-27 08:56:00,2327.52,2384.72,2301.0,2380.56,0.3,0.02457551385165324,0.007072654155495972,target,False
long,2026-05-02,2026-05-03 05:33:00,2026-05-03 05:35:00,2026-05-04 10:52:00,2313.87,2384.7,2277.41,2386.79,0.3,0.030611054207885458,0.008883316262365637,target,False
long,2026-05-09,2026-05-10 01:05:00,2026-05-10 01:07:00,2026-05-12 01:07:00,2327.3,2325.34,2285.14,2411.620000000001,0.276008064516127,-0.0008421776307309115,-0.0005084558823529434,time,False
short,2026-05-17,2026-05-18 07:40:00,2026-05-18 07:42:00,2026-05-20 07:42:00,2085.89,2115.55,2197.77,1862.1299999999997,0.09321996782266705,-0.014219350013663368,-0.0014187473185556065,time,False
short,2026-05-31,2026-06-01 00:24:00,2026-06-01 00:26:00,2026-06-02 22:25:00,2003.72,1941.66,2037.4,1936.36,0.29746437054631775,0.03097239135208507,0.008915718527315883,target,False
short,2026-06-09,2026-06-10 00:05:00,2026-06-10 00:07:00,2026-06-12 00:07:00,1627.49,1647.2,1713.69,1455.09,0.09440197215777257,-0.012110673491081414,-0.0012376734338747145,time,False
long,2026-06-13,2026-06-14 05:41:00,2026-06-14 05:43:00,2026-06-14 22:36:00,1689.47,1655.64,1656.47,1755.47,0.255980303030303,-0.020024031205052473,-0.0053817378787878786,stop,False
short,2026-06-21,2026-06-22 05:09:00,2026-06-22 05:11:00,2026-06-22 09:27:00,1705.79,1754.07,1745.64,1626.0899999999997,0.2140263488080294,-0.02830360126393039,-0.0062717427854453766,stop,False
long,2026-07-09,2026-07-10 09:48:00,2026-07-10 09:50:00,2026-07-12 09:50:00,1769.22,1805.87,1720.15,1867.36,0.18027511717953967,0.02071534348469939,0.0035541858569390562,time,False
long,2026-07-18,2026-07-19 02:24:00,2026-07-19 02:26:00,2026-07-21 02:26:00,1859.01,1907.62,1825.5,1926.03,0.27738137869292756,0.02614832625967578,0.006975677409728422,time,False
long,2026-07-25,2026-07-26 01:34:00,2026-07-26 01:36:00,2026-07-27 00:29:00,1873.06,1917.47,1850.46,1918.2599999999998,0.3,0.02370986514046547,0.006812959542139641,target,False
short,2026-08-01,2026-08-02 02:20:00,2026-08-02 02:22:00,2026-08-02 10:08:00,1855.73,1876.31,1877.49,1812.21,0.3,-0.011089975373572702,-0.0036269926120718107,stop,False
long,2026-08-08,2026-08-09 23:10:00,2026-08-09 23:12:00,2026-08-10 21:35:00,1925.47,1898.79,1902.72,1970.97,0.3,-0.013856357149163667,-0.0044569071447491,stop,False
