side,setup_day,release_bar_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
short,2020-06-13,2020-06-14 15:00:00,2020-06-14 15:02:00,2020-06-15 11:30:00,234.51,226.65,238.6,226.32999999999998,0.28668704156479197,0.033516694384034706,0.009322114914425396,target,False
long,2020-06-21,2020-06-22 09:53:00,2020-06-22 09:55:00,2020-06-23 04:56:00,232.59,244.77,226.24,245.29,0.18314173228346475,0.05236682574487306,0.009407409448818927,target,False
long,2020-07-04,2020-07-05 01:34:00,2020-07-05 01:36:00,2020-07-05 17:58:00,227.93,224.36,224.23,235.33000000000004,0.3,-0.015662703461589045,-0.004998811038476713,stop,False
long,2020-07-11,2020-07-12 21:18:00,2020-07-12 21:20:00,2020-07-12 21:37:00,243.58,238.0,237.58,255.58,0.20298333333333335,-0.022908284752442776,-0.0048529833333333435,stop,False
short,2020-07-15,2020-07-16 00:00:00,2020-07-16 00:02:00,2020-07-18 00:02:00,237.87,233.33,242.0,229.61,0.28797820823244585,0.019086055408416347,0.005208389830508477,time,False
long,2020-07-17,2020-07-18 17:05:00,2020-07-18 17:07:00,2020-07-20 17:07:00,235.24,238.98,231.75,242.22000000000003,0.3,0.01589865669103885,0.004469597007311654,time,False
long,2020-07-30,2020-07-31 01:12:00,2020-07-31 01:14:00,2020-07-31 04:17:00,323.55,341.2,314.2,342.25000000000006,0.17302139037433115,0.054551074022562096,0.00926548128342242,target,False
short,2020-08-10,2020-08-11 21:15:00,2020-08-11 21:17:00,2020-08-13 21:17:00,385.16,386.63,400.0,355.4800000000001,0.12977088948787086,-0.00381659570048809,-0.0006250539083557938,time,False
long,2020-08-23,2020-08-24 15:00:00,2020-08-24 15:02:00,2020-08-25 22:10:00,398.31,385.47,383.66,427.60999999999996,0.13594197952218454,-0.03223619793628074,-0.0045181945392491485,stop,False
long,2020-08-29,2020-08-30 02:44:00,2020-08-30 02:46:00,2020-08-31 19:33:00,404.2,431.35,390.81,430.97999999999996,0.15093353248693073,0.06716971796140525,0.009987229275578803,target,False
short,2020-09-08,2020-09-09 06:17:00,2020-09-09 06:19:00,2020-09-10 02:41:00,327.75,357.21,356.6,270.04999999999995,0.0568024263431542,-0.08988558352402731,-0.00516252166377815,stop,False
long,2020-09-11,2020-09-12 06:11:00,2020-09-12 06:13:00,2020-09-14 00:51:00,373.36,355.32,355.69,408.70000000000005,0.1056479909451046,-0.048317977287336666,-0.005210345217883419,stop,False
short,2020-09-19,2020-09-20 20:18:00,2020-09-20 20:20:00,2020-09-21 20:27:00,372.97,341.53,388.65,341.6100000000001,0.11893176020408201,0.0842963241011343,0.009906578443877602,target,False
long,2020-09-26,2020-09-27 08:47:00,2020-09-27 08:49:00,2020-09-29 08:49:00,359.04,355.01,345.11,386.90000000000003,0.12887293610911696,-0.011224376114082113,-0.0015753912419239197,time,False
long,2020-09-30,2020-10-01 07:21:00,2020-10-01 07:23:00,2020-10-02 00:43:00,360.99,349.22,351.57,379.83000000000004,0.19160828025477675,-0.032604781295880736,-0.006438954352441596,stop,False
long,2020-10-03,2020-10-04 02:15:00,2020-10-04 02:17:00,2020-10-06 02:17:00,350.24,350.95,341.32,368.08000000000004,0.1963228699551566,0.0020271813613521594,0.0002016591928251007,time,False
short,2020-10-11,2020-10-12 18:42:00,2020-10-12 18:44:00,2020-10-12 21:39:00,367.24,377.77,377.95,345.82000000000005,0.17144724556489296,-0.028673347129942295,-0.005087413632119528,stop,False
long,2020-10-17,2020-10-18 14:43:00,2020-10-18 14:45:00,2020-10-20 14:45:00,372.56,378.81,363.0,391.68,0.1948535564853556,0.01677582134421307,0.0030739748953975002,time,False
long,2020-11-01,2020-11-02 04:20:00,2020-11-02 04:22:00,2020-11-02 16:58:00,390.79,384.66,383.36,405.65000000000003,0.2629811574697171,-0.015686174160034816,-0.004388149394347241,stop,False
short,2020-11-15,2020-11-16 01:07:00,2020-11-16 01:09:00,2020-11-17 00:32:00,450.31,462.3,462.3,426.33,0.18778565471226008,-0.026626102018609377,-0.005187785654712252,stop,False
long,2020-11-29,2020-11-30 05:01:00,2020-11-30 05:03:00,2020-12-01 18:47:00,563.14,627.9,530.59,628.2399999999999,0.08650384024577584,0.11499804666690339,0.00986126881720431,target,False
short,2020-12-07,2020-12-08 02:18:00,2020-12-08 02:20:00,2020-12-09 07:01:00,587.22,553.4,604.18,553.3000000000002,0.17311910377358572,0.057593406219134335,0.009797399764151008,target,False
long,2020-12-15,2020-12-16 20:21:00,2020-12-16 20:23:00,2020-12-17 07:18:00,598.2,638.22,578.62,637.3600000000001,0.152757916241062,0.06690070210631882,0.01006685393258423,target,False
short,2021-01-01,2021-01-02 02:41:00,2021-01-02 02:43:00,2021-01-02 20:45:00,721.18,751.3,749.49,664.5599999999998,0.12737195337336601,-0.04176488532682554,-0.005447046979865767,stop,False
long,2021-01-09,2021-01-10 04:23:00,2021-01-10 04:25:00,2021-01-11 11:17:00,1248.53,1133.64,1134.44,1476.7099999999998,0.054716890174423743,-0.09202021577374986,-0.00508977693049347,stop,False
long,2021-01-18,2021-01-19 08:01:00,2021-01-19 08:03:00,2021-01-21 08:03:00,1275.77,1383.13,1182.88,1461.5499999999997,0.06867100871999149,0.08415309969665397,0.005710207234363246,time,False
long,2021-01-23,2021-01-24 11:55:00,2021-01-24 11:57:00,2021-01-25 08:29:00,1282.48,1456.28,1195.58,1456.2800000000002,0.07379056386651316,0.13551868255255428,0.009926209436133466,target,False
short,2021-01-30,2021-01-31 23:34:00,2021-01-31 23:36:00,2021-02-02 08:15:00,1308.96,1406.47,1412.01,1102.8600000000001,0.06351091703056772,-0.07449425498105366,-0.004794709364386223,stop,False
long,2021-02-01,2021-02-02 05:55:00,2021-02-02 05:57:00,2021-02-03 03:57:00,1350.8,1511.8,1269.51,1513.3799999999999,0.08308525033829503,0.11918862896061588,0.009819731824332637,target,False
long,2021-02-12,2021-02-13 00:25:00,2021-02-13 00:27:00,2021-02-15 00:27:00,1816.85,1808.23,1739.85,1970.85,0.11797727272727272,-0.0047444753281777885,-0.0006777175324675205,time,False
short,2021-02-14,2021-02-15 09:22:00,2021-02-15 09:24:00,2021-02-17 09:24:00,1775.21,1768.61,1854.9,1615.83,0.11138223114568949,0.0037178699984791175,0.0003027224243945358,time,False
long,2021-02-19,2021-02-20 00:20:00,2021-02-20 00:22:00,2021-02-21 06:39:00,1956.11,1885.57,1893.77,2080.79,0.1568904395251847,-0.03606136669205717,-0.00581457410972089,stop,False
short,2021-03-02,2021-03-03 00:57:00,2021-03-03 00:59:00,2021-03-03 17:25:00,1494.12,1602.05,1603.63,1275.0999999999995,0.0682184275408637,-0.0722365004149601,-0.00499607889690439,stop,False
short,2021-03-10,2021-03-11 16:00:00,2021-03-11 16:02:00,2021-03-13 16:02:00,1743.52,1798.86,1879.5,1471.56,0.0641094278570378,-0.03174038726254924,-0.0020989674952198796,time,False
short,2021-03-14,2021-03-15 00:03:00,2021-03-15 00:05:00,2021-03-17 00:05:00,1845.99,1799.28,1947.0,1643.97,0.0913765963765964,0.02530349568524204,0.002220770715770714,time,False
long,2021-03-17,2021-03-18 02:22:00,2021-03-18 02:24:00,2021-03-19 08:19:00,1812.51,1746.09,1741.06,1955.41,0.1268376487053883,-0.03664531506033075,-0.004774843247025895,stop,False
short,2021-03-20,2021-03-21 08:00:00,2021-03-21 08:02:00,2021-03-23 08:02:00,1793.29,1679.58,1872.87,1634.13,0.11267215380748942,0.06340859537498122,0.007031710856999257,time,False
short,2021-03-28,2021-03-29 02:48:00,2021-03-29 02:50:00,2021-03-29 16:51:00,1680.77,1738.14,1734.0,1574.31,0.15787807627277844,-0.034133165156446266,-0.0055467565282735455,stop,False
short,2021-04-06,2021-04-07 17:10:00,2021-04-07 17:12:00,2021-04-09 17:12:00,2044.42,2069.32,2154.0,1825.2600000000002,0.09328435845957299,-0.012179493450465317,-0.0012294405913488011,time,False
long,2021-04-09,2021-04-10 10:55:00,2021-04-10 10:57:00,2021-04-12 10:57:00,2113.01,2136.2,2042.91,2253.2100000000005,0.1507139800285304,0.010974865239634202,0.0015033516405135111,time,False
long,2021-04-28,2021-04-29 03:29:00,2021-04-29 03:31:00,2021-05-01 03:31:00,2736.92,2778.16,2566.0,3078.76,0.08006435759419608,0.015068032679069754,0.001126347999063877,time,False
long,2021-04-30,2021-05-01 09:59:00,2021-05-01 10:01:00,2021-05-03 10:01:00,2817.27,3024.66,2683.45,3084.9100000000003,0.10526341354057678,0.07361381763196273,0.007643578314153318,time,False
short,2021-05-16,2021-05-17 00:00:00,2021-05-17 00:02:00,2021-05-17 12:09:00,3631.47,3195.13,3880.99,3132.43,0.07276911670407182,0.12015519885886428,0.00867081857165758,target,False
long,2021-05-25,2021-05-26 09:44:00,2021-05-26 09:46:00,2021-05-28 09:46:00,2760.88,2701.0,2380.65,3521.34,0.036305394103568894,-0.02168873692445894,-0.0008237235357546775,time,False
short,2021-05-27,2021-05-28 13:41:00,2021-05-28 13:43:00,2021-05-30 13:43:00,2618.0,2370.81,2887.3,2079.3999999999996,0.048607500928332686,0.09441940412528649,0.00454088377274415,time,False
long,2021-06-01,2021-06-02 21:31:00,2021-06-02 21:33:00,2021-06-04 21:33:00,2748.5,2648.85,2522.79,3199.92,0.060885649727526456,-0.03625613971257058,-0.0022683642727393608,time,False
short,2021-06-03,2021-06-04 13:41:00,2021-06-04 13:43:00,2021-06-06 13:43:00,2668.02,2682.83,2890.81,2222.44,0.05987746308182595,-0.005550932901552397,-0.00039225324296422254,time,False
long,2021-06-06,2021-06-07 08:15:00,2021-06-07 08:17:00,2021-06-08 10:46:00,2749.5,2527.16,2552.05,3144.3999999999996,0.06962522157508237,-0.08086561192944175,-0.005699911369967088,stop,False
short,2021-06-07,2021-06-08 04:48:00,2021-06-08 04:50:00,2021-06-10 04:50:00,2660.42,2566.4,2847.7,2285.8600000000006,0.07102787270397276,0.03534028461671468,0.002439117364374204,time,False
short,2021-06-10,2021-06-11 00:06:00,2021-06-11 00:08:00,2021-06-13 00:08:00,2486.35,2403.98,2627.49,2204.07,0.0880809834207171,0.03312888370502942,0.0028299436729488443,time,False
short,2021-06-15,2021-06-16 04:01:00,2021-06-16 04:03:00,2021-06-18 04:03:00,2518.14,2323.27,2639.49,2275.44,0.10375525339925842,0.0773864836744581,0.007925498969921717,time,False
long,2021-07-02,2021-07-03 06:54:00,2021-07-03 06:56:00,2021-07-05 06:56:00,2145.72,2333.59,2016.31,2404.5399999999995,0.08290394869020949,0.08755569226180504,0.007175808670118248,time,False
short,2021-07-10,2021-07-11 01:23:00,2021-07-11 01:25:00,2021-07-13 01:25:00,2085.58,2041.98,2194.93,1866.88,0.09536259716506638,0.020905455556727626,0.0018982359396433487,time,False
long,2021-07-11,2021-07-12 05:35:00,2021-07-12 05:37:00,2021-07-13 00:11:00,2165.0,2067.13,2072.0,2351.0,0.1163978494623656,-0.04520554272517319,-0.005378225806451611,stop,False
long,2021-07-23,2021-07-24 07:09:00,2021-07-24 07:11:00,2021-07-26 07:11:00,2097.81,2172.79,1989.17,2315.0899999999997,0.09654869293078067,0.035742035742035716,0.003354298140648013,time,False
long,2021-07-25,2021-07-26 08:13:00,2021-07-26 08:15:00,2021-07-28 08:15:00,2221.63,2284.05,2107.33,2450.2300000000005,0.09718416447943992,0.02809648771397577,0.0026333495188101447,time,False
long,2021-07-29,2021-07-30 00:20:00,2021-07-30 00:22:00,2021-08-01 00:22:00,2335.0,2456.29,2251.26,2502.4799999999996,0.13941963219488931,0.051944325481798614,0.00710263912108909,time,False
long,2021-08-06,2021-08-07 00:02:00,2021-08-07 00:04:00,2021-08-07 20:28:00,2870.63,3170.68,2720.53,3170.83,0.09562391738840778,0.10452409401420582,0.009899379413724178,target,False
short,2021-08-14,2021-08-15 15:44:00,2021-08-15 15:46:00,2021-08-16 08:15:00,3173.77,3336.57,3336.0,2849.31,0.09781698822659186,-0.05129546249413175,-0.005115384639092662,stop,False
short,2021-08-21,2021-08-22 03:20:00,2021-08-22 03:22:00,2021-08-23 11:01:00,3215.73,3313.32,3313.98,3019.23,0.16365038167938933,-0.03034769710143581,-0.005130062595419857,stop,False
short,2021-08-28,2021-08-29 11:27:00,2021-08-29 11:29:00,2021-08-31 01:59:00,3192.0,3294.08,3290.09,2995.8199999999997,0.16270771740238532,-0.031979949874686664,-0.005366092364155351,stop,False
short,2021-09-04,2021-09-05 01:26:00,2021-09-05 01:28:00,2021-09-06 05:02:00,3856.94,3985.23,3986.0,3598.82,0.1494242987757633,-0.033262119711481075,-0.005119593212459317,stop,False
long,2021-09-05,2021-09-06 04:54:00,2021-09-06 04:56:00,2021-09-07 16:28:00,3962.97,3811.57,3831.21,4226.49,0.1503859289617489,-0.03820367047946349,-0.005895680403764409,stop,False
short,2021-09-06,2021-09-07 16:11:00,2021-09-07 16:13:00,2021-09-07 22:47:00,3861.31,3612.64,3988.44,3607.0499999999997,0.1518646267600093,0.06440042369040566,0.009628281680169907,target,False
long,2021-09-15,2021-09-16 00:02:00,2021-09-16 00:04:00,2021-09-18 00:04:00,3504.99,3433.51,3331.0,3852.9699999999993,0.10072389217771148,-0.020393781437322067,-0.002154864934766353,time,False
short,2021-09-16,2021-09-17 04:51:00,2021-09-17 04:53:00,2021-09-19 04:53:00,3490.74,3401.94,3677.64,3116.9399999999996,0.09338523274478326,0.025438732188590274,0.002282216693418929,time,False
long,2021-09-23,2021-09-24 01:20:00,2021-09-24 01:22:00,2021-09-24 17:06:00,3144.83,2979.47,2990.16,3454.17,0.10166257192732911,-0.05258153858873138,-0.0054472370207538645,stop,False
short,2021-09-27,2021-09-28 00:46:00,2021-09-28 00:48:00,2021-09-30 00:48:00,2989.32,2846.57,3166.16,2635.640000000001,0.0845204704817916,0.04775333520666902,0.003951613888260578,time,False
long,2021-10-03,2021-10-04 02:03:00,2021-10-04 02:05:00,2021-10-04 11:03:00,3480.45,3337.47,3342.02,3757.3099999999995,0.12571155096438646,-0.04108089471189069,-0.005290054540200827,stop,False
short,2021-10-08,2021-10-09 04:55:00,2021-10-09 04:57:00,2021-10-11 04:57:00,3548.71,3512.0,3676.58,3292.9700000000003,0.13876241495268646,0.010344604095572807,0.0012966798310784472,time,False
long,2021-10-26,2021-10-27 04:18:00,2021-10-27 04:20:00,2021-10-27 06:39:00,4264.25,4120.8,4125.0,4542.75,0.1531149012567325,-0.03364014773993074,-0.00530392280071812,stop,False
short,2021-11-04,2021-11-05 00:07:00,2021-11-05 00:09:00,2021-11-07 00:09:00,4454.99,4398.9,4674.47,4016.029999999999,0.10148965737196988,0.012590376184907326,0.0011763033078184839,time,False
short,2021-11-09,2021-11-10 03:08:00,2021-11-10 03:10:00,2021-11-10 22:14:00,4722.62,4843.87,4848.0,4471.86,0.18833226989950536,-0.02567430790535763,-0.005023632955814323,stop,False
long,2021-11-20,2021-11-21 02:23:00,2021-11-21 02:25:00,2021-11-22 08:15:00,4346.55,4211.07,4210.59,4618.47,0.15984664607237417,-0.031169548262415137,-0.005142194395410432,stop,False
short,2021-11-27,2021-11-28 10:02:00,2021-11-28 10:04:00,2021-11-29 05:29:00,4023.0,4185.37,4183.0,3703.0,0.12571875,-0.0403604275416356,-0.00519978125,stop,False
long,2021-12-12,2021-12-13 02:03:00,2021-12-13 02:05:00,2021-12-13 09:42:00,4106.87,3970.58,3979.05,4362.509999999999,0.16065052417462092,-0.033185856869099806,-0.005491975825379449,stop,False
short,2021-12-19,2021-12-20 13:43:00,2021-12-20 13:45:00,2021-12-21 12:24:00,3873.76,4038.86,4045.0,3531.2800000000007,0.11310908666199501,-0.04262009004171663,-0.004933828544732552,stop,False
short,2021-12-22,2021-12-23 08:19:00,2021-12-23 08:21:00,2021-12-24 02:03:00,3924.99,4074.99,4076.0,3622.9699999999993,0.1299579498046485,-0.03821665787683526,-0.005096516455863829,stop,False
long,2021-12-25,2021-12-26 05:31:00,2021-12-26 05:33:00,2021-12-26 11:48:00,4131.16,4015.5,4017.14,4359.2,0.18115944571127876,-0.02799697905672982,-0.005253076653218733,stop,False
long,2021-12-27,2021-12-28 01:24:00,2021-12-28 01:26:00,2021-12-28 07:42:00,4118.72,4035.39,4032.45,4291.260000000001,0.23871102353077428,-0.02023201382953932,-0.005068315752868886,stop,False
long,2022-01-02,2022-01-03 00:33:00,2022-01-03 00:35:00,2022-01-04 04:22:00,3793.42,3716.8,3717.08,3946.1000000000004,0.24845559339795603,-0.020198132555846682,-0.005266794603091417,stop,False
short,2022-01-13,2022-01-14 01:16:00,2022-01-14 01:18:00,2022-01-16 01:18:00,3268.38,3354.01,3416.5,2972.1400000000003,0.11032878746961931,-0.026199523923166934,-0.0030008904941939106,time,False
long,2022-01-14,2022-01-15 05:53:00,2022-01-15 05:55:00,2022-01-17 05:55:00,3328.39,3331.92,3185.54,3614.0899999999997,0.11649947497374875,0.0010605728295061123,7.056702835136493e-06,time,False
long,2022-01-28,2022-01-29 04:41:00,2022-01-29 04:43:00,2022-01-31 04:43:00,2507.15,2573.75,2316.2,2889.0500000000006,0.06564938465566894,0.02656402688311421,0.0016782626341974264,time,False
short,2022-01-30,2022-01-31 09:54:00,2022-01-31 09:56:00,2022-02-01 00:06:00,2525.35,2635.99,2647.36,2281.3299999999995,0.103489468076387,-0.04381174886649375,-0.004637544053766075,stop,False
long,2022-02-06,2022-02-07 07:42:00,2022-02-07 07:44:00,2022-02-09 07:44:00,3063.0,3125.95,2951.48,3286.04,0.13732962697274034,0.020551746653607594,0.0026850340746054553,time,False
short,2022-02-13,2022-02-14 02:39:00,2022-02-14 02:41:00,2022-02-15 09:36:00,2845.65,2979.37,2984.52,2567.9100000000003,0.10245733419745094,-0.046991021383515186,-0.00491703211636783,stop,False
short,2022-02-27,2022-02-28 03:31:00,2022-02-28 03:33:00,2022-03-01 06:31:00,2670.77,2864.23,2855.0,2302.31,0.07248466590674699,-0.07243603904491969,-0.00532298675568583,stop,False
short,2022-03-02,2022-03-03 11:38:00,2022-03-03 11:40:00,2022-03-05 06:28:00,2894.56,2585.09,3046.0,2591.68,0.09556788166930795,0.10691434967663471,0.01012201003697833,target,False
short,2022-03-06,2022-03-07 07:16:00,2022-03-07 07:18:00,2022-03-09 07:18:00,2576.16,2575.64,2687.8,2352.879999999999,0.11537800071658869,0.00020185081671941774,-9.208885704049169e-05,time,False
long,2022-03-12,2022-03-13 01:02:00,2022-03-13 01:04:00,2022-03-14 06:50:00,2606.38,2522.72,2526.42,2766.3,0.16298024012005996,-0.032098159132590176,-0.005394345922961502,stop,False
long,2022-03-26,2022-03-27 04:27:00,2022-03-27 04:29:00,2022-03-28 05:33:00,3144.22,3276.54,3075.43,3281.7999999999997,0.22853757813635717,0.04208356921589451,0.00938913940979793,target,False
long,2022-04-10,2022-04-11 00:43:00,2022-04-11 00:45:00,2022-04-11 07:58:00,3271.6,3202.39,3202.3,3410.1999999999994,0.23604617604617698,-0.021154786648734603,-0.005229552669552699,stop,False
long,2022-04-16,2022-04-17 06:01:00,2022-04-17 06:03:00,2022-04-18 07:24:00,3065.56,3010.69,3008.56,3179.56,0.26890877192982454,-0.017898850454729276,-0.005082066666666656,stop,False
short,2022-04-24,2022-04-25 08:09:00,2022-04-25 08:11:00,2022-04-26 02:50:00,2901.79,2974.29,2978.0,2749.37,0.19038118357170966,-0.02498457848431479,-0.004946974806455832,stop,False
short,2022-05-07,2022-05-08 05:30:00,2022-05-08 05:32:00,2022-05-08 22:23:00,2647.47,2515.26,2713.73,2514.9499999999994,0.19977890129791664,0.04993824292626525,0.009776828403259814,target,False
long,2022-05-15,2022-05-16 03:58:00,2022-05-16 04:00:00,2022-05-18 04:00:00,2104.68,2046.57,1954.58,2404.8799999999997,0.0701092604930047,-0.027609897941729855,-0.0020058187874750174,time,False
short,2022-05-17,2022-05-18 22:40:00,2022-05-18 22:42:00,2022-05-20 22:42:00,1972.73,2010.92,2123.69,1670.81,0.06533949390567036,-0.019358959411576837,-0.001330244104398515,time,False
long,2022-05-19,2022-05-20 09:37:00,2022-05-20 09:39:00,2022-05-22 09:39:00,2046.99,1982.5,1902.15,2336.67,0.07066383595691803,-0.03150479484511404,-0.002296913490748413,time,False
short,2022-05-20,2022-05-21 00:03:00,2022-05-21 00:05:00,2022-05-23 00:05:00,1950.24,2006.5,2064.39,1721.9400000000003,0.08542444152431022,-0.02884773156124365,-0.002549725799386767,time,False
long,2022-05-21,2022-05-22 17:13:00,2022-05-22 17:15:00,2022-05-24 17:15:00,1988.8,1965.85,1922.28,2121.84,0.14948887552615758,-0.011539621882542206,-0.0018745339747444337,time,False
long,2022-05-29,2022-05-30 09:37:00,2022-05-30 09:39:00,2022-05-31 05:18:00,1833.6,1974.13,1758.86,1983.08,0.12266523949692265,0.07664157940663197,0.009278592453840002,target,False
long,2022-06-04,2022-06-05 06:03:00,2022-06-05 06:05:00,2022-06-06 16:31:00,1797.2,1900.36,1743.07,1905.4600000000003,0.16600775909846632,0.05740040062319163,0.009362904119711786,target,False
short,2022-06-17,2022-06-18 14:51:00,2022-06-18 14:53:00,2022-06-20 04:31:00,1022.46,1134.84,1134.3,798.7800000000002,0.04571083690987128,-0.10991139017663265,-0.005069852467811155,stop,False
long,2022-06-25,2022-06-26 05:39:00,2022-06-26 05:41:00,2022-06-27 22:00:00,1250.0,1183.74,1181.5,1387.0,0.09124087591240876,-0.053007999999999944,-0.004927737226277367,stop,False
long,2022-07-03,2022-07-04 19:54:00,2022-07-04 19:56:00,2022-07-06 19:56:00,1101.57,1132.07,1040.2,1224.3099999999997,0.089748248329803,0.027687754750038485,0.0023951792406713334,time,False
short,2022-07-09,2022-07-10 10:26:00,2022-07-10 10:28:00,2022-07-12 08:31:00,1198.98,1088.74,1255.24,1086.46,0.10655705652328476,0.09194481976346558,0.009690812300035547,target,False
short,2022-07-20,2022-07-21 04:16:00,2022-07-21 04:18:00,2022-07-22 16:59:00,1511.97,1623.16,1622.1,1291.7100000000003,0.06864478343775546,-0.07353981891175088,-0.005116769726686648,stop,False
short,2022-07-23,2022-07-24 01:23:00,2022-07-24 01:25:00,2022-07-24 13:21:00,1500.46,1591.0,1596.67,1308.04,0.07797838062571456,-0.060341495274782275,-0.004783310466687444,stop,False
long,2022-07-31,2022-08-01 02:12:00,2022-08-01 02:14:00,2022-08-01 06:39:00,1744.97,1673.26,1673.0,1888.91,0.12122898429901344,-0.04109526238273442,-0.005103165902459361,stop,False
long,2022-08-07,2022-08-08 05:06:00,2022-08-08 05:08:00,2022-08-10 05:08:00,1726.69,1701.0,1668.0,1844.0700000000002,0.14710257284034745,-0.014878177321928088,-0.0023357207360708795,time,False
long,2022-08-12,2022-08-13 02:42:00,2022-08-13 02:44:00,2022-08-15 02:44:00,1922.04,1930.56,1852.0,2062.12,0.13721016561964597,0.004432790160454614,0.0004710137064534687,time,False
short,2022-08-14,2022-08-15 00:46:00,2022-08-15 00:48:00,2022-08-17 00:48:00,1962.89,1868.16,2031.54,1825.5900000000004,0.14296358339402798,0.04826047307796155,0.006756526584122371,time,False
short,2022-08-25,2022-08-26 15:09:00,2022-08-26 15:11:00,2022-08-27 07:34:00,1646.99,1500.26,1722.0,1496.97,0.10978469537395015,0.08908979410925388,0.009670911211838426,target,False
long,2022-09-04,2022-09-05 08:03:00,2022-09-05 08:05:00,2022-09-07 08:05:00,1585.9,1566.22,1535.0,1687.7000000000003,0.1557858546168956,-0.012409357462639603,-0.0020889882121807573,time,False
long,2022-09-10,2022-09-11 05:49:00,2022-09-11 05:51:00,2022-09-12 23:57:00,1769.25,1697.81,1695.62,1916.5100000000002,0.12014464212956658,-0.04037869153596163,-0.004971428086377835,stop,False
long,2022-09-17,2022-09-18 00:14:00,2022-09-18 00:16:00,2022-09-19 00:14:00,1463.17,1394.45,1405.0,1579.5100000000002,0.12576671823964228,-0.0469665179029094,-0.006032591542031964,stop,False
