side,setup_day,release_bar_time,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,notional,underlying_return,net_account_contribution,exit_reason,ambiguous_bar_loss_first
long,2020-01-11,2020-01-12 00:48:00,2020-01-12 00:49:00,2020-01-14 00:49:00,145.73,142.97,140.76,155.67,0.14660965794768616,-0.018939134014959058,-0.0029232696177062217,time,False
long,2020-01-20,2020-01-21 03:50:00,2020-01-21 03:51:00,2020-01-23 03:51:00,167.63,168.1,161.36,180.16999999999996,0.13367623604465748,0.0028037940702738684,0.00024112440191388312,time,False
short,2020-01-21,2020-01-22 03:40:00,2020-01-22 03:41:00,2020-01-22 05:03:00,165.55,169.75,169.24,158.17000000000002,0.22432249322493242,-0.025369978858350795,-0.005915379403794007,stop,False
short,2020-02-19,2020-02-20 04:38:00,2020-02-20 04:39:00,2020-02-22 04:39:00,271.52,262.78,286.28,242.0,0.09197831978319788,0.032189157336476204,0.002868726287262881,time,False
long,2020-02-22,2020-02-23 12:03:00,2020-02-23 12:04:00,2020-02-25 12:04:00,268.46,261.86,255.77,293.8399999999999,0.10577620173364878,-0.024584668106980456,-0.0027062490149724148,time,False
long,2020-03-04,2020-03-05 13:52:00,2020-03-05 13:53:00,2020-03-07 13:53:00,228.68,243.35,219.92,246.20000000000005,0.13052511415525087,0.06415077838026928,0.008242762557077597,time,False
long,2020-03-26,2020-03-27 07:29:00,2020-03-27 07:30:00,2020-03-28 07:44:00,139.04,132.42,133.17,150.78,0.11843270868824522,-0.04761219792865368,-0.005757274275979558,stop,False
short,2020-04-01,2020-04-02 00:02:00,2020-04-02 00:03:00,2020-04-02 07:31:00,129.88,134.71,135.0,119.63999999999999,0.12683593749999988,-0.0371881736987989,-0.004843632812499997,stop,False
short,2020-04-15,2020-04-16 07:02:00,2020-04-16 07:03:00,2020-04-16 15:17:00,154.02,161.02,161.82,138.42000000000004,0.09873076923076946,-0.04544864303337226,-0.004585910256410264,stop,False
long,2020-04-17,2020-04-18 07:30:00,2020-04-18 07:31:00,2020-04-19 06:47:00,174.92,187.94,168.24,188.27999999999994,0.13092814371257525,0.074434026983764,0.009614580838323382,target,False
long,2020-04-24,2020-04-25 13:15:00,2020-04-25 13:16:00,2020-04-27 13:16:00,191.09,196.92,182.61,208.04999999999998,0.11267099056603787,0.03050918415406345,0.0033248290094339576,time,False
long,2020-04-28,2020-04-29 10:02:00,2020-04-29 10:03:00,2020-04-30 00:19:00,198.11,211.82,191.18,211.97000000000003,0.1429365079365078,0.06920397758820851,0.009748838383838365,target,False
long,2020-05-02,2020-05-03 00:31:00,2020-05-03 00:32:00,2020-05-03 22:51:00,214.51,208.17,208.27,226.98999999999995,0.17188301282051335,-0.029555731667521346,-0.005252011217948737,stop,False
short,2020-05-09,2020-05-10 08:14:00,2020-05-10 08:15:00,2020-05-10 08:19:00,208.1,193.86,215.0,194.29999999999998,0.15079710144927524,0.06842864007688598,0.010168043478260842,target,False
short,2020-05-19,2020-05-20 23:20:00,2020-05-20 23:21:00,2020-05-22 23:21:00,207.55,204.57,216.07,190.51000000000005,0.12180164319248854,0.014357986027463299,0.001627024647887332,time,False
short,2020-05-23,2020-05-24 22:00:00,2020-05-24 22:01:00,2020-05-26 22:01:00,203.95,201.21,211.17,189.51,0.14123961218836564,0.013434665359156606,0.0017562673130193834,time,False
long,2020-06-03,2020-06-04 02:41:00,2020-06-04 02:42:00,2020-06-06 02:42:00,240.91,242.86,232.31,258.11,0.1400639534883722,0.008094309078078954,0.0009936569767441871,time,False
short,2020-06-06,2020-06-07 20:00:00,2020-06-07 20:01:00,2020-06-08 07:01:00,237.31,244.37,244.84,222.25,0.15757636122177954,-0.02975011588217935,-0.004845491367861873,stop,False
long,2020-06-10,2020-06-11 02:36:00,2020-06-11 02:37:00,2020-06-11 21:19:00,247.4,241.06,240.5,261.20000000000005,0.17927536231884042,-0.025626515763945035,-0.004773478260869562,stop,False
short,2020-06-13,2020-06-14 15:00:00,2020-06-14 15:01:00,2020-06-15 11:38:00,234.07,225.82,238.6,225.01,0.25835540838852095,0.0352458666210963,0.008847604856512153,target,False
long,2020-06-21,2020-06-22 09:53:00,2020-06-22 09:54:00,2020-06-23 00:13:00,232.13,243.73,226.24,243.90999999999997,0.19705432937181708,0.049971998449144905,0.009650144312393916,target,False
long,2020-07-04,2020-07-05 01:34:00,2020-07-05 01:35:00,2020-07-05 17:58:00,227.84,224.36,224.23,235.06000000000003,0.3,-0.015273876404494291,-0.004882162921348287,stop,False
long,2020-07-11,2020-07-12 21:18:00,2020-07-12 21:19:00,2020-07-12 21:37:00,242.88,238.0,237.58,253.47999999999996,0.22913207547169884,-0.020092226613965702,-0.004832905660377364,stop,False
short,2020-07-15,2020-07-16 00:00:00,2020-07-16 00:01:00,2020-07-18 00:01:00,237.97,233.33,242.0,229.91,0.29524813895781626,0.019498256082699394,0.005461575682382101,time,False
long,2020-07-17,2020-07-18 17:05:00,2020-07-18 17:06:00,2020-07-20 17:06:00,235.18,238.98,231.75,242.04000000000002,0.3,0.01615783655072711,0.004547350965218133,time,False
long,2020-07-30,2020-07-31 01:12:00,2020-07-31 01:13:00,2020-07-31 04:17:00,323.74,341.2,314.2,342.82000000000005,0.1696750524109011,0.05393216778896637,0.00898126834381548,target,False
short,2020-08-10,2020-08-11 21:15:00,2020-08-11 21:16:00,2020-08-13 21:16:00,384.15,387.58,400.0,352.44999999999993,0.12118296529968435,-0.008928803852661815,-0.001203201892744489,time,False
long,2020-08-23,2020-08-24 15:00:00,2020-08-24 15:01:00,2020-08-25 22:10:00,398.22,385.47,383.66,427.34000000000003,0.1367513736263736,-0.03201747777610364,-0.004515185439560436,stop,False
long,2020-08-29,2020-08-30 02:44:00,2020-08-30 02:45:00,2020-08-31 19:33:00,404.34,431.35,390.81,431.3999999999999,0.14942350332594265,0.0668002176386211,0.00983209903917225,target,False
short,2020-09-08,2020-09-09 06:17:00,2020-09-09 06:18:00,2020-09-10 02:41:00,327.41,357.21,356.6,269.03000000000003,0.05608256252141145,-0.09101737882166083,-0.0051605704008221955,stop,False
long,2020-09-11,2020-09-12 06:11:00,2020-09-12 06:12:00,2020-09-14 00:51:00,374.51,355.32,355.69,412.15,0.09949787460148782,-0.05124028730875008,-0.005197797555791711,stop,False
short,2020-09-19,2020-09-20 20:18:00,2020-09-20 20:19:00,2020-09-21 22:29:00,372.01,338.6,388.65,338.73,0.11178185096153855,0.08980941372543738,0.009927280649038457,target,False
long,2020-09-26,2020-09-27 08:47:00,2020-09-27 08:48:00,2020-09-29 08:48:00,359.32,355.17,345.11,387.73999999999995,0.12643209007741046,-0.011549593676945302,-0.0015866713581984492,time,False
long,2020-09-30,2020-10-01 07:21:00,2020-10-01 07:22:00,2020-10-02 00:43:00,360.74,349.22,351.57,379.08000000000004,0.1966957470010902,-0.03193435715473747,-0.006478047982551786,stop,False
long,2020-10-03,2020-10-04 02:15:00,2020-10-04 02:16:00,2020-10-06 02:16:00,350.06,350.56,341.32,367.54,0.20026315789473664,0.0014283265725876237,8.577803203662664e-05,time,False
short,2020-10-11,2020-10-12 18:42:00,2020-10-12 18:43:00,2020-10-12 21:39:00,367.15,377.77,377.95,345.54999999999995,0.16997685185185166,-0.028925507285850527,-0.0050866435185185225,stop,False
long,2020-10-17,2020-10-18 14:43:00,2020-10-18 14:44:00,2020-10-20 14:44:00,372.98,379.03,363.0,392.94000000000005,0.18686372745490948,0.01622070888519489,0.002844198396793577,time,False
long,2020-11-01,2020-11-02 04:20:00,2020-11-02 04:21:00,2020-11-02 16:58:00,390.86,384.66,383.36,405.86,0.2605733333333333,-0.01586245714578105,-0.004393906666666654,stop,False
short,2020-11-15,2020-11-16 01:07:00,2020-11-16 01:08:00,2020-11-17 00:32:00,449.89,462.3,462.3,425.06999999999994,0.18126107977437514,-0.027584520660606016,-0.005181261079774381,stop,False
long,2020-11-29,2020-11-30 05:01:00,2020-11-30 05:02:00,2020-12-01 18:08:00,561.22,623.43,530.59,622.48,0.09161279791054525,0.11084779587327587,0.010063463924257249,target,False
short,2020-12-07,2020-12-08 02:18:00,2020-12-08 02:19:00,2020-12-09 07:00:00,588.33,555.0,604.18,556.6300000000002,0.18559305993690958,0.056651879047473375,0.010328602523659369,target,False
long,2020-12-15,2020-12-16 20:21:00,2020-12-16 20:22:00,2020-12-17 07:18:00,598.66,638.22,578.62,638.7399999999999,0.14936626746507012,0.06608091404135918,0.009720893213572893,target,False
short,2021-01-01,2021-01-02 02:41:00,2021-01-02 02:42:00,2021-01-02 20:45:00,723.09,751.3,749.49,670.2900000000001,0.13694886363636377,-0.03901312423073189,-0.005479751893939384,stop,False
long,2021-01-09,2021-01-10 04:23:00,2021-01-10 04:24:00,2021-01-11 11:17:00,1243.64,1133.64,1134.44,1462.0400000000002,0.056943223443223424,-0.08845003377183103,-0.005093573260073255,stop,False
long,2021-01-18,2021-01-19 08:01:00,2021-01-19 08:02:00,2021-01-21 08:02:00,1273.83,1386.28,1182.88,1455.7299999999996,0.07002913688840036,0.08827708563937109,0.00611193897746016,time,False
long,2021-01-23,2021-01-24 11:55:00,2021-01-24 11:56:00,2021-01-25 08:23:00,1274.14,1429.66,1195.58,1431.2600000000004,0.08109343177189393,0.12205880044579076,0.009817073574338055,target,False
short,2021-01-30,2021-01-31 23:34:00,2021-01-31 23:35:00,2021-02-02 08:15:00,1306.79,1406.47,1412.01,1096.35,0.06209798517392129,-0.07627851452796541,-0.004798840049420257,stop,False
long,2021-02-01,2021-02-02 05:55:00,2021-02-02 05:56:00,2021-02-03 03:56:00,1348.43,1511.35,1269.51,1506.2700000000002,0.08543018246325386,0.12082199298443363,0.01023641472377089,target,False
long,2021-02-12,2021-02-13 00:25:00,2021-02-13 00:26:00,2021-02-15 00:26:00,1817.1,1808.1,1739.85,1971.6,0.1176116504854369,-0.004952947003467045,-0.0007001359223300951,time,False
short,2021-02-14,2021-02-15 09:22:00,2021-02-15 09:23:00,2021-02-17 09:23:00,1777.98,1764.69,1854.9,1624.1399999999999,0.11557332293291721,0.0074747747443728585,0.0007483112324493009,time,False
long,2021-02-19,2021-02-20 00:20:00,2021-02-20 00:21:00,2021-02-21 06:39:00,1955.32,1885.57,1893.77,2078.42,0.1588399675060927,-0.03567191048012597,-0.005824965069049549,stop,False
short,2021-03-02,2021-03-03 00:57:00,2021-03-03 00:58:00,2021-03-03 17:25:00,1500.65,1602.05,1603.63,1294.69,0.07286123519129928,-0.06757071935494618,-0.0049961473101573116,stop,False
short,2021-03-10,2021-03-11 16:00:00,2021-03-11 16:01:00,2021-03-13 16:01:00,1754.49,1795.74,1879.5,1504.47,0.07017398608111351,-0.023511105791426568,-0.0017200419966402686,time,False
short,2021-03-14,2021-03-15 00:03:00,2021-03-15 00:04:00,2021-03-17 00:04:00,1839.14,1801.31,1947.0,1623.4200000000003,0.08525588726126469,0.02056939656578627,0.0016684062673836546,time,False
long,2021-03-17,2021-03-18 02:22:00,2021-03-18 02:23:00,2021-03-19 08:19:00,1815.8,1746.09,1741.06,1965.28,0.12147444474177145,-0.03839079193743811,-0.004784974578538942,stop,False
short,2021-03-20,2021-03-21 08:00:00,2021-03-21 08:01:00,2021-03-23 05:01:00,1800.6,1665.46,1872.87,1656.06,0.12457451224574516,0.07505276019104734,0.009225086481250857,target,False
short,2021-03-28,2021-03-29 02:48:00,2021-03-29 02:49:00,2021-03-29 16:51:00,1681.59,1738.14,1734.0,1576.7699999999998,0.1604264453348595,-0.033628886946283076,-0.005555389238694912,stop,False
short,2021-04-06,2021-04-07 17:10:00,2021-04-07 17:11:00,2021-04-09 17:11:00,2045.39,2070.68,2154.0,1828.1700000000003,0.09416213976613581,-0.012364390165200634,-0.001258419574624793,time,False
long,2021-04-09,2021-04-10 10:55:00,2021-04-10 10:56:00,2021-04-12 10:56:00,2105.01,2137.1,2042.91,2229.2100000000005,0.16948550724637645,0.01524458316112498,0.0024142504025764597,time,False
long,2021-04-28,2021-04-29 03:29:00,2021-04-29 03:30:00,2021-05-01 03:30:00,2741.08,2777.89,2566.0,3091.24,0.07828078592643366,0.013429013381586863,0.0009729529358007805,time,False
long,2021-04-30,2021-05-01 09:59:00,2021-05-01 10:00:00,2021-05-03 10:00:00,2805.56,3021.0,2683.45,3049.78,0.1148783883383833,0.07679037340138861,0.008706675947915798,time,False
short,2021-05-16,2021-05-17 00:00:00,2021-05-17 00:01:00,2021-05-19 00:01:00,3620.24,3361.17,3880.99,3098.74,0.06941975071907958,0.07156155393012609,0.004898365484180243,time,False
long,2021-05-25,2021-05-26 09:44:00,2021-05-26 09:45:00,2021-05-28 09:45:00,2764.55,2702.76,2380.65,3532.3500000000004,0.036006121385777544,-0.022350834674720987,-0.0008407729877572271,time,False
short,2021-05-27,2021-05-28 13:41:00,2021-05-28 13:42:00,2021-05-30 13:42:00,2627.0,2361.18,2887.3,2106.3999999999996,0.05046100653092582,0.10118766653977929,0.00505557049558202,time,False
long,2021-06-01,2021-06-02 21:31:00,2021-06-02 21:32:00,2021-06-04 21:32:00,2742.3,2648.36,2522.79,3181.3200000000006,0.06246412464124635,-0.034255916566385936,-0.002202229966744113,time,False
short,2021-06-03,2021-06-04 13:41:00,2021-06-04 13:42:00,2021-06-06 13:42:00,2659.63,2683.77,2890.81,2197.2700000000004,0.05752292585863834,-0.00907645048371375,-0.0005796269140929064,time,False
long,2021-06-06,2021-06-07 08:15:00,2021-06-07 08:16:00,2021-06-08 10:46:00,2749.54,2527.16,2552.05,3144.5199999999995,0.06961213225986133,-0.0808789833935859,-0.005699770621297291,stop,False
short,2021-06-07,2021-06-08 04:48:00,2021-06-08 04:49:00,2021-06-10 04:49:00,2660.99,2561.51,2847.7,2287.5699999999997,0.07125997536286217,0.037384582429847324,0.002592764447538948,time,False
short,2021-06-10,2021-06-11 00:06:00,2021-06-11 00:07:00,2021-06-13 00:07:00,2487.92,2408.0,2627.49,2208.7800000000007,0.08912803611091227,0.03212321939612206,0.002773951422225412,time,False
short,2021-06-15,2021-06-16 04:01:00,2021-06-16 04:02:00,2021-06-18 04:02:00,2516.29,2332.0,2639.49,2269.8900000000003,0.10212215909090924,0.0732387761347062,0.007377179788961044,time,False
long,2021-07-02,2021-07-03 06:54:00,2021-07-03 06:55:00,2021-07-05 06:55:00,2145.26,2336.85,2016.31,2403.1600000000008,0.08318185343156245,0.08930852204394779,0.007345666537417567,time,False
short,2021-07-10,2021-07-11 01:23:00,2021-07-11 01:24:00,2021-07-13 01:24:00,2084.22,2047.92,2194.93,1862.7999999999997,0.0941297082467708,0.01741658750035968,0.0015452885918164413,time,False
long,2021-07-11,2021-07-12 05:35:00,2021-07-12 05:36:00,2021-07-13 00:11:00,2170.53,2067.13,2072.0,2367.5900000000006,0.11014564092154652,-0.04763813446485421,-0.005357278493859728,stop,False
long,2021-07-23,2021-07-24 07:09:00,2021-07-24 07:10:00,2021-07-26 07:10:00,2094.84,2173.62,1989.17,2306.1800000000003,0.09912179426516508,0.037606690725783265,0.0036285208668496156,time,False
long,2021-07-25,2021-07-26 08:13:00,2021-07-26 08:14:00,2021-07-27 03:24:00,2215.0,2424.23,2107.33,2430.34,0.10286059255131413,0.09446049661399547,0.009613402061855663,target,False
long,2021-07-29,2021-07-30 00:20:00,2021-07-30 00:21:00,2021-08-01 00:21:00,2338.87,2454.19,2251.26,2514.0899999999992,0.13348190845793909,0.04930586137750281,0.006447958566373725,time,False
long,2021-08-06,2021-08-07 00:02:00,2021-08-07 00:03:00,2021-08-07 19:57:00,2851.76,3108.0,2720.53,3114.2200000000003,0.10865503314790825,0.08985328358627642,0.009654356473367357,target,False
short,2021-08-14,2021-08-15 15:44:00,2021-08-15 15:45:00,2021-08-16 08:15:00,3185.79,3336.57,3336.0,2885.37,0.10604453764729375,-0.04732891998530975,-0.005125017974835226,stop,False
short,2021-08-21,2021-08-22 03:20:00,2021-08-22 03:21:00,2021-08-23 11:01:00,3214.78,3313.32,3313.98,3016.3800000000006,0.16203528225806482,-0.030652175265492465,-0.005128769153225809,stop,False
short,2021-08-28,2021-08-29 11:27:00,2021-08-29 11:28:00,2021-08-31 01:59:00,3192.07,3294.08,3290.09,2996.03,0.16282748418690068,-0.03195731923172107,-0.0053663573760457,stop,False
short,2021-09-04,2021-09-05 01:26:00,2021-09-05 01:27:00,2021-09-06 05:02:00,3854.99,3985.23,3986.0,3592.9699999999993,0.14712579192428035,-0.033784782839903604,-0.005117738722234935,stop,False
long,2021-09-05,2021-09-06 04:54:00,2021-09-06 04:55:00,2021-09-07 16:28:00,3965.0,3811.57,3831.21,4232.58,0.14817998355631964,-0.038696090794451354,-0.005882166081171973,stop,False
short,2021-09-06,2021-09-07 16:11:00,2021-09-07 16:12:00,2021-09-07 22:48:00,3851.99,3570.31,3988.44,3579.0899999999992,0.14115023818248415,0.07312583885212576,0.01018057933308902,target,False
long,2021-09-15,2021-09-16 00:02:00,2021-09-16 00:03:00,2021-09-18 00:03:00,3509.21,3432.53,3331.0,3865.63,0.09845715728634755,-0.02185107189367408,-0.0022498515795971044,time,False
short,2021-09-16,2021-09-17 04:51:00,2021-09-17 04:52:00,2021-09-19 04:52:00,3489.62,3399.28,3677.64,3113.58,0.09279917030103181,0.025888205592585978,0.0023096048292734787,time,False
long,2021-09-23,2021-09-24 01:20:00,2021-09-24 01:21:00,2021-09-24 17:06:00,3150.35,2979.47,2990.16,3470.73,0.09833166864348582,-0.0542415922040409,-0.00543199793994632,stop,False
short,2021-09-27,2021-09-28 00:46:00,2021-09-28 00:47:00,2021-09-30 00:47:00,3002.72,2849.63,3166.16,2675.8399999999997,0.09186000978952517,0.05098377471092863,0.004591510034263325,time,False
long,2021-10-03,2021-10-04 02:03:00,2021-10-04 02:04:00,2021-10-04 11:03:00,3475.55,3337.47,3342.02,3742.6100000000006,0.13014116677900078,-0.03972896376113144,-0.005300514865573286,stop,False
short,2021-10-08,2021-10-09 04:55:00,2021-10-09 04:56:00,2021-10-11 04:56:00,3539.45,3515.75,3676.58,3265.1899999999996,0.12905454678042724,0.006695955586319857,0.0007350889666739519,time,False
long,2021-10-26,2021-10-27 04:18:00,2021-10-27 04:19:00,2021-10-27 06:39:00,4267.55,4120.8,4125.0,4552.650000000001,0.1496860750613818,-0.03438741198111328,-0.005297002806032964,stop,False
short,2021-11-04,2021-11-05 00:07:00,2021-11-05 00:08:00,2021-11-07 00:08:00,4452.92,4396.76,4674.47,4009.8199999999997,0.10049469645678168,0.012611949013231705,0.0011669392913563458,time,False
short,2021-11-09,2021-11-10 03:08:00,2021-11-10 03:09:00,2021-11-10 22:14:00,4727.53,4843.87,4848.0,4486.589999999999,0.1962119199800776,-0.02460904531541841,-0.005024799950195057,stop,False
long,2021-11-20,2021-11-21 02:23:00,2021-11-21 02:24:00,2021-11-22 08:15:00,4351.52,4211.07,4210.59,4633.380000000001,0.1543858653232098,-0.03227607824392409,-0.0051373561342510565,stop,False
short,2021-11-27,2021-11-28 10:02:00,2021-11-28 10:03:00,2021-11-29 05:29:00,4020.28,4185.37,4183.0,3694.8400000000006,0.12353367748279269,-0.04106430397882721,-0.005196358161258593,stop,False
long,2021-12-12,2021-12-13 02:03:00,2021-12-13 02:04:00,2021-12-13 09:42:00,4107.64,3970.58,3979.05,4364.820000000001,0.1597184851077065,-0.03336709156596007,-0.00548905980247298,stop,False
short,2021-12-19,2021-12-20 13:43:00,2021-12-20 13:44:00,2021-12-21 12:24:00,3876.23,4038.86,4045.0,3538.69,0.11483764887124491,-0.041955714702172076,-0.004932933281981409,stop,False
short,2021-12-22,2021-12-23 08:19:00,2021-12-23 08:20:00,2021-12-24 02:03:00,3929.95,4074.99,4076.0,3637.8499999999995,0.1345412529955493,-0.03690632196338384,-0.0050999640534063724,stop,False
long,2021-12-25,2021-12-26 05:31:00,2021-12-26 05:32:00,2021-12-26 11:48:00,4138.5,4015.5,4017.14,4381.22,0.1705051087673037,-0.029720913374411073,-0.005238072676334875,stop,False
long,2021-12-27,2021-12-28 01:24:00,2021-12-28 01:25:00,2021-12-28 07:42:00,4118.32,4035.39,4032.45,4290.0599999999995,0.23979969721672326,-0.020136851920200427,-0.005068610690578778,stop,False
long,2022-01-02,2022-01-03 00:33:00,2022-01-03 00:34:00,2022-01-04 04:22:00,3795.5,3716.8,3717.08,3952.34,0.24199821474113725,-0.02073508101699373,-0.0052598508033664644,stop,False
short,2022-01-13,2022-01-14 01:16:00,2022-01-14 01:17:00,2022-01-16 01:17:00,3264.63,3351.35,3416.5,2960.8900000000003,0.10748106933561608,-0.026563500304781718,-0.0029625544873905186,time,False
long,2022-01-14,2022-01-15 05:53:00,2022-01-15 05:54:00,2022-01-17 05:54:00,3325.73,3332.26,3185.54,3606.11,0.11861509380126965,0.001963478694903209,0.00011428311577146901,time,False
